title,desc,tags
小河直街-大兜路🧨新年citywalk路线🗺️,宝子们好哇，我是南乔。 	 最近分享了一些杭州新年旅行攻略，很多人都说很实用！ 这篇是给大家分享杭州年味满满的小河直街-大兜路附近的citywalk路线。 	 新年来杭州玩的宝子们，可以去逛逛小河直街，感受一下杭州人慢悠悠的好时光~对啦对啦，给你们画了详细的路线图哦～在图2 	 🛶citywalk路线（经典版不废腿❗️） 🚇3号线香积寺站－大兜路历史文化街区－小河直街－小河公园－桥西历史街区－拱宸桥－🚇5号线大运河站 	 🛳️水上巴士（🎫3r） 坐［水上巴士1号线］由香积寺斜对面的信义坊码头上船，拱宸桥码头下。白墙黛瓦，绿水行舟，一种说不出来的松弛感～ 	 ✅✅推荐打卡点+出片机位（划重点） [一R]【香积寺】 📿手串：手串特别好看，感兴趣的可以请一串～ 🥗素斋：香积寺的素斋很有名🎫20r，建议尝尝～ 🏮大雄宝殿拍“古今同框很震撼” 	 [二R]【大兜路历史文化街区】 紧挨着香积寺，大兜路有很多装修很棒的咖啡店，遇市集活动时很热闹，满满的烟火气。目前大兜路已经开始有了新年元素，很多人在取景拍照打卡～ 	 [三R]【小河直街】 👇几家比较火的店铺 📍后院有海：环境很很的创意融合菜馆，二楼有个小窗台，拍照📸很出片～ 📍寒烟杂货铺：很有趣的一家店，没事来逛逛，感觉非常好～ 📍摩登主妇：位置在小河公园正中间小油罐，很有文艺气息很好逛，很有创意的小玩意，餐具杯子太可爱了！ 	 [四R]【桥西历史文化街区】 紧邻拱辰桥，挨着三个博物馆（中国扇🪭博物馆、中国伞博物馆、中国刀剑博物馆）免费且不用预约！ 	 [五R]【拱宸桥】 是京杭大运河到杭州的终点，一座拱宸桥，半部杭城史 	 🎈🎈游玩Tips： [一R]全程3公里左右，路线可自由选择，建议穿双舒服的鞋子 [二R]运河巴士不用提前订票，上船可zfb（末班车18:00） [三R]运河边的夜景超美的，一定不要错过[笑哭R] [四R]小河直街簪花店很多，建议找家口碑好点的，价格1-2百，周末人多可能需要排队！ 	 #小河直街[话题]#   #小河直街历史文化街区[话题]#   #citywalk[话题]#   #杭州citywalk[话题]#   #杭州年味[话题]#   #杭州周末去哪儿[话题]#     #杭州周末去哪玩[话题]#   #江浙沪周边游[话题]#   #香积寺[话题]#   #大兜路历史街区[话题]#   #桥西历史街区[话题]#   #大运河[话题]#   #拱宸桥[话题]#,"小河直街, 小河直街历史文化街区, citywalk, 杭州citywalk, 杭州年味, 杭州周末去哪儿, 杭州周末去哪玩, 江浙沪周边游, 香积寺, 大兜路历史街区, 桥西历史街区, 大运河, 拱宸桥"
西湖这个巨大疗愈场‼️来了99次，次次被美哭,西湖是去无数次都不会厌的地方 在西湖边等待一场日落 是杭州一场不约而同且浪漫的行动 分享一个西湖小众落日机位 和我的杭州一日漫步游路线 中秋国庆来杭州的朋友千万别错过 - 🌟杭州citywalk一日漫步路线 河坊街👉南宋御街👉大马弄👉十五奎巷👉城隍阁👉柳浪闻莺 - 📍河坊街/南宋御街 两条老街紧相连，保存古城悠久历史风貌 有很多杭州本地热门小吃和手工艺品 霸王茶姬的西湖中秋赏月路线也是从河坊街三店这开始 中秋完成对诗就可盖【灯笼章】 同时赏味中秋新品金乌扶摇就可以盖【玉兔章】 - 📍大马弄 藏着本地烟火气与美食 有着杭州真实的市井气息 边吃边逛，搭配⾦乌扶摇 口味清新，⻘柑普洱刮油解腻 东方树叶党狂喜，真的炫不停 - 📍十五奎巷/城隍阁 随后由十五奎巷登上城隍阁 俯瞰西湖，感受秋高气爽的自在 - 📍柳浪闻莺 白天仿佛闯入绿野仙踪 等到黄昏夕阳把水面染黄 雷峰塔矗立湖上，山水不移，月色依旧 在霸王茶姬柳浪闻莺店集齐第3个【柳浪闻莺门店章】 17点后就能换中秋限定周边福袋咯～ - 🌛 月亮慢慢圆，事事皆如愿，好运连连来 月满西湖，提灯相会～ - #霸王茶姬新品[话题]# #⾦乌扶摇重回云南[话题]# #⾦乌扶摇好运直上[话题]# #⽉满西湖提灯相会[话题]# #西湖中秋拜⽉[话题]# #杭州旅游[话题]# #杭州拍照[话题]# #西湖[话题]# #杭州[话题]# #杭州小众景点[话题]# #周末去哪儿旅游[话题]#,"霸王茶姬新品, ⾦乌扶摇重回云南, ⾦乌扶摇好运直上, ⽉满西湖提灯相会, 西湖中秋拜⽉, 杭州旅游, 杭州拍照, 西湖, 杭州, 杭州小众景点, 周末去哪儿旅游"
严重被低估❗️杭州市内冷门的citywalk路线,如果你厌倦了西湖周围的繁华景点，不妨来杭州的吴山。这里山不高，每次来这里，都会有不一样的发现，非常适合轻松漫步，拍照打卡 	 🌟🌟私藏游览路线（图9️⃣地图）：十五奎巷晓霞弄→ 中兴东岳庙 → 药王庙→ 城隍阁→ 积义亭→ 江湖汇观亭→ 泼水观音成→ 宝成寺→ 大马弄 	 📌十五奎巷晓霞弄（望仙阁）（图1️⃣、图2️⃣）： 往远处拍可以拍到望仙阁的经典机位 	 📌中兴东岳庙（图1️⃣0️⃣、图1️⃣1️⃣）：四月份有530多岁古楸树的赏花期，特别好看 📌药王庙（图1️⃣2️⃣、图1️⃣3️⃣）：供奉的是神农氏，扁鹊和孙思邈，祈福亲友身体健康很灵验 📌城隍阁（图1️⃣4️⃣、图1️⃣5️⃣）：位于吴山之巅，七层仿古南宋风格建筑，登高望西湖的好地方之一 📌📌江湖汇观亭（图4️⃣～图6️⃣）：可以俯瞰西湖，远望城隍阁和宝石山，还能欣赏美丽的日落 📌积义亭（图3️⃣）：以“绿野仙踪”的打卡点而著名，有点原始森林的味道，远眺的是城隍阁 📌泼水观音（图1️⃣7️⃣）：泉旁的石壁上刻有观音像，需泼水后才能显现 📌宝成寺（图1️⃣6️⃣）：杭州难得的藏传佛教寺庙，十分少见 📌📌大马弄（图1️⃣8️⃣）：烟火气十足，漫步其中，感受着老底子杭州人的生活 	 小贴士： 1⃣ 上佳拍照点：城隍阁、积义亭、江湖汇观亭。 2⃣ 防蚊小贴士：部分地区蚊虫较多，请带上防蚊喷雾。 #杭州旅游[话题]# #周末去哪儿[话题]# #新年旅行第一站[话题]# #反向旅行出门溜溜[话题]# #新年版citywalk[话题]# #我家市集好好逛[话题]# #城市达人计划[话题]# #西湖美景[话题]# #城市小众打卡地[话题]# @生活薯 @摄影薯 @本地薯 @户外薯 @走走薯,"杭州旅游, 周末去哪儿, 新年旅行第一站, 反向旅行出门溜溜, 新年版citywalk, 我家市集好好逛, 城市达人计划, 西湖美景, 城市小众打卡地"
杭州西湖Citywalk经典路线📷拍照攻略,来杭州西湖玩，却不知道从哪儿逛起？别着急，这条路线不仅包含了西湖的必打卡景点，就连拍照机位我都帮你规划好啦！ 1、首先坐地铁从龙翔桥C口出，先到集贤亭，站在亭子下边，放大5倍焦距，人物居中拍一张。 2、沿着湖边一直走，就到了长桥公园，可以去那边的亭子拍一张，我人在右边，亭子在左边，放大两倍，记得拍到湖面。 3、接着往前步行500米就到了雷峰塔下。 4、一街之隔的净慈寺必须要去！这里人少景美，还有西湖十景之一的南屏晚钟，在净慈寺最高处的大殿里还有拍雷峰塔的最佳机位。 5、下一站到曲院风荷，路过莲遇花园餐厅的梦核金鱼 6、走到湛碧楼抬高手机俯拍，切换两倍人像，人物放在一侧分割线上。 7、傍晚的时候，千万别错过西泠桥的夕阳，就在这条孤山路上还可以捕捉到浪漫的1314路公交车，爆火的西湖最美拐角也是这里。 - 拍了这么多，手机内存又不够了。还好我最近种草了绿联私有云DXP2800！最大52T的储存空间，相比传统硬盘以及传统网盘，NAS不仅访问更方便，浏览也更丝滑，三步操作轻松上手，我最最喜欢这个AI相册，外出游玩的照片都可以备份进去，多设备随时查看访问，还能智能分类，和朋友分享照片点击链接就能预览多选下载，现在存照片选照片更方便啦~ #西湖拍照[话题]##假期出游[话题]##杭州旅游[话题]##拍照姿势不重样[话题]##绿联私有云[话题]##绿联DXP2800[话题]##绿联NAS[话题]##私有云[话题]##内存不足[话题]##NAS[话题]##手机内存不足[话题]#,"西湖拍照, 假期出游, 杭州旅游, 拍照姿势不重样, 绿联私有云, 绿联DXP2800, 绿联NAS, 私有云, 内存不足, NAS, 手机内存不足"
抄作业！！！本地人推荐的5️⃣条杭州游玩路线！！,秋天是杭州zui美丽的季节之一！ 金黄色的银杏，火红的枫叶🍁 满堤的柳树，在秋天宛如一副美丽的画卷！ 话不多说！ 给大家推荐下杭州本地人才知道的5️⃣条City walk路线！ Day1️⃣运河直街City walk 小河历史直街➡️拱宸桥西历史文化街区➡️小河公园➡️大兜路历史文化街区➡️香积寺 Day2️⃣红枫 绿水芙蕖➡️平湖秋月➡️曲院风荷➡️郭庄➡️太子湾公园➡️花港观鱼 Day3️⃣赏银杏 杭州大厦➡️清吟街➡️钱王祠➡️大佛寺遗址 Day4️⃣杭州人间烟火气 鼓楼➡️城隍阁➡️江湖汇观亭➡️十五奎巷➡️白蛇飞渡 Day5️⃣良渚秋天🍂 良渚古城遗址公园➡️良渚博物院➡️玉鸟集 一些拍照打卡点⬇️ ❤️小河直街 漫步在杭州的“大理” 走在青砖小瓦的路上 感受慢节奏的生活 ❤️杭州大厦 真的不能错过11月底 杭州大厦的2棵银杏啊 在电梯上看银杏也太浪漫啦！ ❤️绿水芙渠 想要好机位， 一定要起早 基本太阳刚出来的那一瞬间zui好看！ 好像拍到了杭州的春夏秋冬！ ❤️良渚古城遗址公园 深秋的良渚也太美啦！ 稻田，芦苇荡，小鹿 ❤️江湖汇观亭 可以看到西湖和城隍阁 的合影哦！ 一些小tips⬇️ 1️⃣出门提前看天气预报， 最近杭州都在下雨哦！ 2️⃣出行前我提前在圆周旅迹做了攻略！ 刚点进去就有杭州旅行计划推荐 可以自己编辑✍️或者邀请好友共同编辑，一起来制作旅游路线！ 还支持公共交通/自驾/步行的选择！ 并且不同的交通工具所需的时间也会显示！ 真的好方便！ @圆周旅迹 #J人的旅行攻略[话题]# #1分钟搞定旅行规划[话题]##圆周旅迹[话题]# #镜头下的秋天有多美[话题]# #秋游记[话题]# #留下我的赏秋机位[话题]# #徒步[话题]# #发现小众赏秋地[话题]# #不辜负每个周末[话题]# #在公园躺平过秋天[话题]# #出门捡秋去[话题]##不为打卡的旅行[话题]#,"J人的旅行攻略, 1分钟搞定旅行规划, 圆周旅迹, 镜头下的秋天有多美, 秋游记, 留下我的赏秋机位, 徒步, 发现小众赏秋地, 不辜负每个周末, 在公园躺平过秋天, 出门捡秋去, 不为打卡的旅行"
2025杭州梅花开啦‼️西湖赏梅citywalk经典版,#不早起旅行日记[话题]# 截止2月5日 杭州孤山、西溪湿地的部分白梅已经开啦 红梅也有零星几株开了 预计还有2周就要进入盛花期🌸 · 拍了4年的西湖梅花 整理了这条保姆级西湖赏梅citywalk路线🚶‍➡️ ✅既有经典机位✅又有我发掘的小众打卡地 春天来杭州旅行，记得提前mark 2月下旬就可以冲啦‼️ · 🚶citywalk赏梅路线 ❶钱王祠：红墙白梅，穿越故宫 🚶‍➡️步行20分钟👇 ❷长桥：西湖畔临水红梅，夕影亭同框 🚶‍➡️步行9分钟👇 ❸净慈寺：腊梅和红梅同时绽放的禅意小路 🚶‍➡️步行20分钟👇 ❹浴鹄湾：人少清净，梅花和水榭相呼应 🚶‍➡️步行10分钟👇 ❺慧因高丽寺：枝头红梅，青灯古佛 🚗打车10分钟👇 ❻龙井八景：水池旁梅花开得很好，几乎没人 🚗打车10分钟👇 ❼都锦生故居：透过花窗看梅花，很别致 🚶‍➡️步行20分钟👇 ❽郭庄：杭州四大园林之一，移步换景 🚶‍➡️步行9分钟👇 ❾湛碧楼：枝条特别好看的古梅 🚶‍➡️步行17分钟👇 ❿孤山：各种颜色的梅花，梅妻鹤子之地 🚗打车20分钟👇 ❶❶植物园·灵峰探梅：梅花成林，诗词中的香雪海 · ⚠️Tips ✔️每株梅花都有自己开花的时间，但大部分花期差不多 ✔️注意景点的关门时间，最后一站灵峰探梅的品梅苑17:30就关门 ✔️赶时间可以放弃龙井八景和灵峰探梅（可以单独拿出来玩） · #反向旅行出门溜溜[话题]# #新年旅行第一站[话题]# #中式旅行天花板[话题]# #chinatravel[话题]# #来中国就要这样玩[话题]# #诗意画卷里的中国山水[话题]# #我在家乡当游客[话题]# #打工人的春节staycation[话题]# #一年一度春节庙会[话题]# #新年版citywalk[话题]# #先出发再说[话题]# #出发就是最好的计划[话题]# #下班啦2024[话题]#  #见笑啦2024[话题]# #一年一度春节庙会[话题]# #涨粉涨赞用薯条[话题]##繁华来了[话题]# #繁学[话题]# #杭州拍照[话题]# #杭州旅行[话题]# #杭州旅游[话题]# #杭州梅花[话题]# #春花遇上中式建筑[话题]# #杭州春天[话题]# #杭州citywalk[话题]# #西湖[话题]# #人生地点收藏机[话题]# #J人旅行指南[话题]##此生必徒[话题]##hiking[话题]# @生活薯 @薯条小助手@户外薯,"不早起旅行日记, 反向旅行出门溜溜, 新年旅行第一站, 中式旅行天花板, chinatravel, 来中国就要这样玩, 诗意画卷里的中国山水, 我在家乡当游客, 打工人的春节staycation, 一年一度春节庙会, 新年版citywalk, 先出发再说, 出发就是最好的计划, 下班啦2024, 见笑啦2024, 涨粉涨赞用薯条, 繁华来了, 繁学, 杭州拍照, 杭州旅行, 杭州旅游, 杭州梅花, 春花遇上中式建筑, 杭州春天, 杭州citywalk, 西湖, 人生地点收藏机, J人旅行指南, 此生必徒, hiking"
码住！！最全杭州市井老街citywalk合集‍,外地朋友来杭州找我玩，带她走了一条充满杭州烟火气息的路线！整体下来不会太特种兵～ 	 city walk路线：佑圣观路—五柳巷历史街区（斗富）—德寿宫—鼓楼—十五奎巷—大井巷—河坊街—南宋御街 	 ✔️佑圣观路 杭州茶叶一条街，朋友来旅游想带点伴手礼回家，我带她去了高品茶行，之前我家里人经常会在她家买，他们有自己的茶园性价比较高，阿姨热情给我们泡茶喝！店里还有酱鸭～ 	 ✔️五柳巷历史街区 【OFF LINE 】 复式红木屋，门口还有颗大树，拍照很出片 【斗富DOFO】 很喜欢的一家店，布置的好看，现在圣诞氛围已经拉满了，店里有咖啡甜品～ 	 ✔️德寿宫 🎫免费，需要提前预约！！（周一闭馆） 可以来体验宋韵文化，有五个展区，德寿宫外还有红墙，有很多人去打卡拍照，如果只去红墙可以不预约门票！ 边上还有【胡雪岩故居】清末第一豪宅🎫20 	 ✔️鼓楼 历史悠久的老城门，有很多小吃 	 ✔️十五奎巷 导航到“巴尔干客栈”，打卡网红机位📷 	 ✔️大井巷 咖啡一条街，一条路全是咖啡店，对于我们这种咖啡狂热爱好者太喜欢这里了，还有一家古色古香的manner☕️ 还有一家很粉的【Cafe Crush】店里好看但是喝不下了咖啡了就没进去 	 ✔️河坊街 太商业化了，没啥意思，路过就随便走了一下 可以去吃一吃定胜糕，糯叽叽豆沙馅的便宜有好吃，店里还有卖糕条，可以带走回去吃 	 ✔️【初禾】 每次有朋友来找我玩我都会带去这家吃，整个店很安静，菜品很有特色好吃！位子不多提前预约哦‼️ 	 ✔️南宋御街 【猫的天空之城】 美丽书店，可以买文创和明信片，还可以盖章 【佳藕天成】 到杭州怎么能不来一碗热乎乎的藕粉呢，有很多口味可以选择，甜的咸的都有，不过咸的我不敢尝试，冰糖桂花味好喝！ 【Groove古着屋】 一家hin大的古着店，上下两层有300平，太好逛了，二楼还有300r装一袋的活动 	 #杭州旅行攻略[话题]# #杭州一日游[话题]# #杭州美食[话题]# #杭州探店[话题]# #杭州Citywalk[话题]# #杭州散步[话题]# #周末去哪儿[话题]# #德寿宫[话题]# #南宋御街[话题]#,"杭州旅行攻略, 杭州一日游, 杭州美食, 杭州探店, 杭州Citywalk, 杭州散步, 周末去哪儿, 德寿宫, 南宋御街"
杭州本地人才知道的💡西湖citywalk宝藏路线,西湖不是只有断桥、雷峰塔、北山街 这些著名打卡点人太多 无法欣赏到西湖真正的美 👆为了避开人流，又能欣赏西湖的绝美 杭州本地人更乐意走走西湖隐藏的绝美秘境路线 💕分享我私藏的这条西湖Citywalk宝藏路线 人少景美，四季有四季的特色 . 📌【游玩路线】 净慈寺➟太子湾公园➟浴鹄湾➟乌龟潭➟茅家埠➟郭庄 . 📌【交通】 地铁1号线龙翔桥站B口出，到一公园公交站，坐1314路公交到净寺站下 . 👆#净慈寺[话题]# 开放时间：06:30-17:00 西湖十景的南屏晚钟就在这里，净慈寺也是与雷峰塔合影的绝美机位之一 👆#太子湾公园[话题]# 8-10月的太子湾公园，绿意盎然、溪水潺潺，杭州绝美公园的天花板之一 👆#浴鹄湾[话题]# 西湖隐藏的绝美秘境，没有断桥的喧嚣，来浴鹄湾的霁虹桥上，感受西湖的静谧 👆#乌龟潭[话题]# 是西湖手划船或者摇橹船的绝美路线之一，晴天的乌龟潭已经够美，遇到下雨或者下雪，一定来这里走走，带你进入真正的童话世界 👆#茅家埠[话题]# 绿野仙踪、白鹭成群，可以带娃来这里露营、玩水，也可以去茶叶博物馆感受茶文化 👆#郭庄[话题]# 开放时间：08:00-17:00 来感受下杭州的建筑园林艺术，曲径通幽，假山叠石 . 📌【游玩tips】 👆做好防晒和驱蚊 👆郭庄玩好，可以走3min到中美友谊井附近就有游船码头，可以花8r坐西湖游船到花港观鱼码头 👆郭庄玩好，也可以继续往孤山去，欣赏孤山的蕞美转角和落日橘子海 我是爱分享的韬韬爸爸，关注我，分享江浙沪游玩攻略 #杭州旅行[话题]##杭州旅行攻略[话题]##周末去哪儿[话题]##杭州旅游[话题]##西湖[话题]##西湖旅游[话题]##杭州周末去哪儿[话题]##杭州小众景点[话题]##旅游人攻略[话题]##杭州Citywalk[话题]# #citywalk[话题]# #杭州太子湾[话题]##西湖美景[话题]##杭州[话题]##假日citywalk[话题]##带着小红书去旅行[话题]##小红书旅行月历[话题]##断桥[话题]##雷峰塔[话题]##北山街[话题]# #令人难忘的景点[话题]#,"净慈寺, 太子湾公园, 浴鹄湾, 乌龟潭, 茅家埠, 郭庄, 杭州旅行, 杭州旅行攻略, 周末去哪儿, 杭州旅游, 西湖, 西湖旅游, 杭州周末去哪儿, 杭州小众景点, 旅游人攻略, 杭州Citywalk, citywalk, 杭州太子湾, 西湖美景, 杭州, 假日citywalk, 带着小红书去旅行, 小红书旅行月历, 断桥, 雷峰塔, 北山街, 令人难忘的景点"
杭州不只有西湖灵隐❗还有这些逛不腻的老街,杭州最好逛的[一R][二R]条市井老街， 第三弹： 1⃣：南宋御街 地址：上城区中山中路192号 交通：5号线，江城路站E口出 杭城蕞宋代，南宋遗迹代表！南宋的皇城根就在这里。 十里御街，百年风情！ 美食推荐：蟹粉小笼包 2⃣：河坊街 口碑最受争议 本地人都会说不推荐又推荐的一条街 那么到底值不值得去 我肯定是建议大家去的 分享美食： [一R]：马记宫廷酥牛肉饼 [二R]：龙翔臭豆腐 [三R]：葱包烩 3⃣：大马弄 交通：地铁[五R]号线，候潮门B口下 最有杭州老底子烟火气的一条街 如果想要感受老杭州本土的风土人情 来这逛逛准没错， 大马弄的早市也很好逛 超多美食值得去尝一下： [一R]：蒋师傅酥鱼，[二R]：候大姐葱包烩，[三R]：衢州烤饼[四R]：周萍粽子，等等… 4⃣：五柳巷 交通：地铁[一R]号线，城站D口出 旧时达官贵人居住之处，很有老杭州的市井气息 蕞美水上巴士[七R]号线梅花碑站就在这 美食分享： [一R]：“什么鬼”咖啡店 [二R]：赵宝美点心 TiPS:不算大，10几分钟就能逛完 5⃣：十五奎巷 交通：地铁[五R]号线，江城路E口出 这里是“南宋百老汇”，老街老巷，感受老杭城的人文历史。 附近能看到鼓楼，望仙阁 可以导航到“巴尔干客栈”（图15），这里有网红拍照打卡机位（图15），拍出来非常出片 6⃣：馒头山社区 交通：地铁[五R]号线到候潮门站C口出步行/共享单车 路线：沿着凤凰山脚路，一侧是市井气息满满的老社区，一侧是创意店铺集合地，有很多好拍好吃好逛的买手店，拍照非常出片。 真的太太太喜欢这里的艺术气息了！🍭🍭 #城市中的烟火气[话题]# #杭州[话题]# #河坊街[话题]# #十五奎巷[话题]# #馒头山社区[话题]# #旅行[话题]# #老街[话题]# #杭州老街[话题]# #周末去哪玩[话题]# #国庆[话题]#,"城市中的烟火气, 杭州, 河坊街, 十五奎巷, 馒头山社区, 旅行, 老街, 杭州老街, 周末去哪玩, 国庆"
杭州这个新开的小众街区拍照超chill的❗️,发现一个超适合citywalk的小众街区，墙裂推💛荐给爱拍照的姐妹们！色彩丰富、场景多样，随手一拍就是大片，拍照党冲📷 	 ✨街区亮点： 整个街区特别有创意，涂鸦墙、吊桥、蓝色楼梯、屋顶视角……每一个角落都藏着惊喜。更别提那些风格各异的咖啡馆、杂货铺、服装店了，逛着就有种在逛“迷你艺术村”的感觉！ 📷拍照机位： 1️⃣ 涂鸦墙：ins风满满，随手凹造型都是酷酷的街拍风～ 2️⃣ 二楼视角：走上吊桥拍建筑，蓝色楼梯和复古房顶拍的特别有空间感，简直拍腻传统机位的救星！ 3️⃣ 店铺门口：每家小店的门面设计都超用心，尤其是杂货铺门口，氛围感绝绝子～ 👟关于孩子穿搭tips： 这次给辣椒安排了小猪班纳的机能鞋，不得不夸，真的很适合小朋友户外活动！鞋底特别舒服，跑了一天完全没喊累，稳稳的遛娃神器。一双舒适的鞋子，才是小朋友热爱户外的开始～而且搭配简单的日常穿搭，既童趣又耐看～ 	 📍萧然山街 	 📝一些tips •	交通：园区有停车场，但车位不算多，实在停不到可以去对面。 •	周边打卡：五七公社和东巢艺术公园也在附近，一次安排多个景点～ 姐妹们，带着相机、娃和好心情冲吧！ #杭州拍照地[话题]# #citywalk拍照[话题]# #亲子遛娃好去处[话题]# #杭州小众景点打卡[话题]# #小猪班纳机能鞋[话题]##小猪班纳[话题]# #小猪班纳童鞋[话题]# #小猪班纳童装[话题]##蒲公英优质笔记激励计划2.0[话题]#,"杭州拍照地, citywalk拍照, 亲子遛娃好去处, 杭州小众景点打卡, 小猪班纳机能鞋, 小猪班纳, 小猪班纳童鞋, 小猪班纳童装, 蒲公英优质笔记激励计划2.0"
比起西湖，我更喜欢这条杭州小众Citywalk‼️,来杭州不要只知道西湖了 这条小众的city walk 路线人少景美更值得一逛去看一半老城烟火，一半绿野仙踪 亲测，一路上都是绝美风景，游客还不多 非常舒服惬意 . ✅我的路线 十五奎巷→晓霞弄→胡雪言故居→伍公庙→城隍阁→江湖汇观亭→积义亭→古望江门附近 . ✅推荐打卡点 1️⃣十五奎巷 十五奎巷的晓霞弄是杭州经典的打卡机位之一，烟火小巷的尽头是望仙阁，很有杭州老底子市井气息 . 2️⃣胡雪言故居 一个江南园林的宅子，非常有调调，小桥亭阁流水，中式传统美学表现得淋漓尽致。 . 3️⃣伍公庙 因伍子胥而得名的一个清幽的小庙，两进院子三个殿堂，旁边可以俯瞰南宋御街 . 4️⃣城隍阁 这里可以看到整个西湖，还可以拍到独特的雷峰塔，挺适合闲逛 . 5️⃣江湖汇观亭 可以高处看到西湖和城隍阁用亭子阁拦拍一张框架式构图，包裹城隍阁，真的很绝 . 6️⃣积义亭 杭州新晋绿野仙踪机位，从江湖汇观沿小路可折返至此，下雨天来更有感觉 . 这条步道真的很简单！很多杭州本地人每天早上都会去爬！老人小孩都不累！ 冬天徒步，注意保暖，可以穿上羽绒内胆类型的冲锋衣，保暖御寒还很轻便！比如蓝步这款，真的太适合户外徒步啦！ 	 . #冬日旅行收藏夹[话题]##杭州[话题]##杭州徒步[话题]##西湖[话题]##江浙沪旅游[话题]##新年旅行[话题]##蓝步[话题]##蓝步冲锋衣[话题]##杭州citywakl[话题]##周末去哪儿[话题]##运动万分助力计划[话题]##徒步踏雪去[话题]#,"冬日旅行收藏夹, 杭州, 杭州徒步, 西湖, 江浙沪旅游, 新年旅行, 蓝步, 蓝步冲锋衣, 杭州citywakl, 周末去哪儿, 运动万分助力计划, 徒步踏雪去"
在杭20年，总结的6条经典路线！全龄段！,之前发的西湖游船、水上巴士攻略，很多人点赞收藏，也有问我怎么规划路线，结合自己走过的和近期的活动，整理这份攻略，不管你几天几夜，可根据喜好自由组合哦 	 ✅西湖一日游（图2） 钱王祠（迎春花展+赏梅）→三潭印月→花港观鱼→雷峰塔或净慈寺→苏堤（观光车）→断桥→武林夜市或嘉里中心 ➡ 5个“西湖十景”串联一条线，坐船上岛+观光车，轻松不累 ➡避开人流量最大的龙翔桥站，且能看到新春限定的迎春花展 ➡更推荐去净慈寺打卡南屏晚钟，还有和雷峰塔合影的最佳机位 ➡苏堤坐观光车是首选，在雷峰塔坐2站经苏堤，直接到少年宫（断桥） 	 ✅老杭州历史人文citywalk（图3） 大马弄（美食）→胡雪岩故居（有梅花）→南宋德寿宫遗址博物馆→十五奎巷→鼓楼→南宋御街→河坊街→城皇阁→吴山广场 ➡德寿宫红墙新增了贪吃蛇和“杭州”字样打卡，胡雪岩故居在它的对面，现在梅花开了，这座豪宅很适合带老人逛逛 ➡南宋御街河坊街新增了很多新春元素，年味十足 吴山广场有庙会灯会，爬个上坡可登城隍阁 	 ✅京杭大运河citywalk（图4） 香积寺→大兜路历史街区→拱宸桥→桥西历史文化街区→小河公园→小河直街 ➡香积寺是唐风寺庙，大兜路是清末明初历史街区 ➡拱宸桥有运河博物馆，桥西有4个 	 ✅新杭州奥体钱塘江一日游（图5） 空中花园→莲荷里→亚运会博物馆→城市阳台→灯光秀 ➡空中花园是g20峰会地，现已免费，初四开放，杭州之门隐藏机位 ➡莲荷里是商场可中餐，地面层打卡大莲花，旁边就是亚运会博物馆，也可去钱塘江边 ➡地铁1站至江对面砂之船奥莱，可晚餐购物，晚上在城市阳台看灯光秀，时间：除夕至正月初七（1月28日至2月4日），每天18:30和19:30各播放一场 	 字数有限，还有两条线路和需要补充的都放评论区，欢迎友友们也来补充👏！有不清楚的评论区尽管问，热心市民的我不定期上线解答[派对R][派对R][派对R] 	 #不早起旅行日记[话题]# #非遗里的中国年[话题]# #新年版citywalk[话题]# #逛大家的春节庙会[话题]# #出行攻略[话题]# #本地人做的攻略[话题]# #上有天堂下有苏杭[话题]# #杭州旅游[话题]# #西湖[话题]# #杭州citywalk[话题]# @薯条小助手 @薯队长 @本地薯,"不早起旅行日记, 非遗里的中国年, 新年版citywalk, 逛大家的春节庙会, 出行攻略, 本地人做的攻略, 上有天堂下有苏杭, 杭州旅游, 西湖, 杭州citywalk"
