id,sys_platform,uuid,bstudio_create_time,main,tag
514,xhs,e1423085-910e-48f7-a14b-f0dfcd2af33f,2025-02-19 10:17:36,"又到了杭州绝美的春天，二月兰、郁金香、樱花陆续开放，太适合踏春旅行了。分享5条我走过的适合春天的Citywalk路线，如果你来杭州，一定要走一走。

**路线1：西湖Citywalk路线**
- 净慈寺 -> 太子湾公园 -> 浴鹄湾 -> 乌龟谭 -> 茅家埠 -> 1站8元的西湖游船到达花港观鱼 -> 2站西湖观光车经过苏堤、孤山、白堤、断桥到达北山街。
- 导航到净慈寺或公交坐到净寺站。

这条路线结合了西湖秘境路线和赏花路线，结合了西湖游船、西湖观光车，无论晴天还是雨天，都能让你不走冤枉路，感受西湖真正的美。

**路线2：徒步吸氧茶山路线**
- 梅家坞 -> 十里锒铛 -> 龙井村 -> 九溪十八涧 -> 九溪烟树。
- 导航到梅家坞公交站，车子可停对面停车场。

这是杭州本地人最爱的徒步吸氧茶山路线，一路茶田、古道、溪水潺潺，非常舒适美好。爬到山顶，可以俯瞰西湖和茶山美景。

**路线3：杭州小九寨**
- 光明寺水库 -> 西山森林公园 -> 龙尾巴山塘水库。
- 导航到光明寺水库，车子停在茶山边上；公交：龙坞站。

春天来这里特别漂亮，人很少，可环茶山徒步骑行，也可以在这里露营野餐，非常美丽。

**路线4：柳浪闻莺 - 长桥溪水生态公园 - 中国丝绸博物馆 - 八卦田 - 玉皇山**
- 导航到柳浪闻莺。
- 这条路线中，柳浪闻莺人少，中国丝绸博物馆很漂亮，八卦田春天种满了各种蔬菜。玉皇山可开车到达山顶，可俯瞰八卦田、钱塘江及西湖美景。

**路线5：湘湖**
- 跨湖桥遗址博物馆 -> 湖山广场 -> 开元森泊 -> 先照寺。
- 跨湖桥遗址博物馆可带娃了解千年历史，湖山广场有大吊桥，沿湖边露营野餐，非常惬意。开元森泊有免费的芙罗拉乐园，可带娃喂羊驼、梅花鹿。先照寺可开车直达山顶，俯瞰三江一湖美景。

**游玩Tips**
- 每条路线都很适合春天走。
- 除了路线1，其他路线很适合自驾来，车子可停停车场，非常方便。
- 自驾游玩时，我们喜欢给多宝带上抗饿的小零食，如水果、饮料、饼干等，无穷家的鸡翅、卤蛋多宝特别喜欢吃，在来的路上就忍不住吃起来了。
- 记得穿着舒适的鞋子，杭州春天温差较大，带上外套，冷了就脱，热了及时穿上哦。

我是多宝妈妈，关注我，带你玩杭州。",主题标签-艺术与博物馆-中国丝绸博物馆
515,xhs,72734b38-7574-48c0-8f1d-39e5907f1f33,2025-02-19 10:17:36,"杭州市我们整理出了五条非常值得走的建筑Citywalk路线，涵盖了很多高质量的内容，共有八届普利兹克建筑奖得主，包括安藤忠雄、阿尔瓦罗·西扎、伦佐·皮亚诺、诺曼·福斯特、赫尔佐格、德梅隆、王澍、大卫·奇普菲尔德，还有国内咖位很高的大师刘家琨、柳亦春、张珂等。以下是具体路线汇总：

1. **良渚文化村线**：
   - 中国美术学院良渚校区
   - 良渚文化艺术中心
   - 单向空间大谷仓店
   - 美丽洲堂
   - 良渚博物院
   - 国家版本馆杭州分馆

2. **西溪湿地线**：
   - 灵隐寺茶室
   - 天目里
   - 西溪天堂悦庄
   - 中国湿地博物馆
   - 西溪蔡志忠美术馆
   - 莲美术馆

3. **西湖南山路线**：
   - Apple西湖
   - 南宋御街
   - 勾山里
   - 中国丝绸博物馆
   - 肖峰美术馆

4. **美院象山线**：
   - 中国美术学院象山校区
   - 中国美术学院中国国际设计博物馆
   - 中国美术学院民艺博物馆
   - 水岸山居
   - 仓美术馆（象山艺术公社）

5. **武林大运河线**：
   - 大运河小河公园
   - 壹向大楼
   - 武林之星博览中心
   - 西泠武林美术馆
   - 大运河杭钢公园

这些路线不仅涵盖了多位知名建筑师的作品，还涉及了历史文化景点，非常适合建筑爱好者和旅行者。",主题标签-艺术与博物馆-中国丝绸博物馆
516,xhs,c4c6cb48-c6db-4b2f-827b-93fdce6c6f34,2025-02-19 10:17:36,"嗨，姐妹们！带着杭州3天的全新独家旅游攻略来啦！快来跟我一起感受这片神秘而美丽的土地吧！

### 经典三条路线
**Day 1:**  
- 西湖景区
- 断桥残雪
- 曲院风荷
- 雷峰塔

**Day 2:**  
- 灵隐寺
- 法喜寺
- 杭州博物馆
- 河坊街

**Day 3:**  
- 拱宸桥
- 桥西直街
- 西溪湿地
- 茶人村·水墨西溪

### 杭州地铁沿线景点
- **地铁1号线:** 城隍阁景区、南宋御街、河坊街、十五奎巷、西湖十景、京杭大运河
- **地铁2号线:** 西湖、良渚文化村
- **地铁3号线:** 浙江省博物馆、西溪湿地国家公园、宝石山、杭州植物园
- **地铁4号线:** 中国丝绸博物馆、六和文化公园
- **地铁5号线:** 中国京杭大运河博物馆
- **地铁6号线:** 云栖小镇、灵山景区、宋城

### 住宿推荐
根据预算和需求选择：
- **西湖北区:** 北山街周边，临近多个经典景点，价格偏高。
- **西湖东区:** 交通便利，靠近杭州站，适合追求便捷的游客。
- **西湖南区:** 靠近动物园和虎跑泉，价格较为亲民。

### 打卡美食
**茶人村·水墨西溪**
- 杭州旅游必吃！藏在水墨西溪的茶人村，杭帮菜绝对让你欲罢不能。湿地国家公园里的茶人村，就像是进入了仙境一般。古香古色的两层楼餐厅。

#杭州 #杭州旅游攻略 #杭州旅游 #杭州美食 #杭州拍照 #西湖游玩路线 #西湖旅游攻略 #杭州citywalk #杭州蛇年旅游攻略",主题标签-艺术与博物馆-中国丝绸博物馆
517,xhs,6af47ca6-22d4-4df5-8f72-0bb72c8d1488,2025-02-19 10:17:36,"无滤镜超真实杭州西湖一日游Vlog，秋高气爽阳光明媚，让我感受到西湖这个季节的美！

路线：
地铁7号线到达吴山广场站C口出

第一站：柳浪闻莺（免费）
第二站：路过雷峰塔到净慈寺（门票10元）
第三站：苏堤&花港观鱼（免费）
第四站：岳庙（门票25元）
第五站：孤山路，打卡网红转角，浙江省博物馆（免费）
第六站：沿着白堤走到断桥（免费）

提示：景区里小卖店买的小吃味道都不怎么样，杭州被称为美食荒漠可能是因为这些店拖了后腿吧。

@走走薯 @生活薯 @VLOG薯 @视频薯 
#追着秋天去旅行#  
#杭州一日游# 
#特种兵一日游# 
#西湖美景# 
#杭州旅行攻略# 
#西湖攻略# 
#假期去哪玩# 
#杭州Citywalk#",主题标签-艺术与博物馆-浙江省博物馆
518,xhs,549571fb-824a-4288-8fb2-367b311fd908,2025-02-19 10:17:36,"杭州确实全年无淡季，即使我们选择在工作日前往，人也非常多。这里确实好玩，但也踩了不少坑，下面给大家总结一下：

### 杭州游玩路线

#### 逛买路线：
1. 杭州本地工厂店（逛完再去打卡拍照，不要太出片）
2. 河坊街
3. 太子湾公园
4. 武林夜市

#### 灵隐寺路线：
1. 北高峰索道上山
2. 灵顺寺
3. 韬光寺
4. 永福寺
5. 灵隐寺
6. 法喜寺

#### City Walk路线：
1. 五柳巷
2. 鼓楼
3. 十五奎巷
4. 大马弄
5. 小河直街（体验杭州最原始的街道，有一些文艺感十足的小店，穿着新中式拍照不要太搭）

### 杭州怎么穿出片？
- **新中式**是拍照出片的最佳选择。
- **打卡前**，真的不要错过杭州这家本地工厂店，聚集了100多个工厂的当季新款。
- 衣服非常棒！件件明码标价，一件也是出厂价，羊绒山羊绒800起，新中式基本6-7百。
- 还有专业搭配师帮忙搭配，拍出来效果非常好。

#### 工厂店地址：
杭州市滨江区兴耀大厦1606室（地铁6号线到江汉路站下）

### 杭州地铁沿线景点
- **1号线**：城隍阁景区、南宋御街、河坊街、京杭大运河
- **2号线**：西湖、良渚文化村
- **3号线**：浙江省博物馆、西溪湿地国家公园、宝石山植物园
- **4号线**：丝绸博物馆、六和文化公园
- **5号线**：京杭大运河博物馆
- **6号线**：云栖小镇、灵山景区、宋城

### 美食建议
- **想吃蟹**：去蟹叁寳·蟹黄捞饭（杭州武林店）
- **想吃小吃**：玖仟龙游小吃街、武林夜市和大马弄，各式各样的小吃都有

### 抵达杭州的交通
- **机场**：杭州萧山国际机场
  - 从机场开车到西湖大概需要1小时左右，有机场大巴和地铁，都非常方便。
- **火车**：杭州站、南站、北站、东站、西站
  - 建议大家买到杭州站，出门不远就是西湖，交通方便。",主题标签-艺术与博物馆-浙江省博物馆
519,xhs,6c367eb3-2643-431f-8c96-418bf631e1cb,2025-02-19 10:17:36,"- **南宋御街**
  - 门票：免费
  - 交通：地铁1号线定安路
  - 推荐理由：沿街有很多特色小店，装修独特，拍照效果极佳。古色古香的建筑风格，有梧桐树和古道，还有咖啡店。

- **河坊街**
  - 门票：免费
  - 交通：地铁7号线吴山广场
  - 推荐理由：与南宋御街可以一起逛。河坊街保持了杭州风貌的老街，凝聚了杭州最具代表性的建筑文化和市井文化。

- **湖滨步行街**
  - 门票：免费
  - 交通：地铁1号线龙翔桥/凤起路
  - 推荐理由：很大的商业综合体。杭州最繁华的商圈，集合了湖滨银泰in77、西湖时代广场等多个商业中心。

- **武林广场**
  - 门票：免费
  - 交通：地铁1号线武林广场/凤起路
  - 推荐理由：推荐晚上去逛武林夜市，一条街吃喝玩乐全部满足！街两边是沿街商铺，有奶茶、小吃。

- **西湖风景区**
  - 门票：免费
  - 交通：地铁1号线龙翔桥
  - 推荐理由：从龙翔桥站出来穿过湖滨银泰就可以到西湖边了。沿湖骑行或散步都很好。景点包括断桥、北山街、苏堤等。

- **灵隐寺/飞来峰**
  - 门票：10元
  - 交通：公交车7、807或直达线路
  - 推荐理由：灵隐寺在飞来峰景区。来这里祈愿很灵，香火很旺。适合祈福和游览。

- **城市阳台**
  - 门票：免费
  - 交通：地铁7号线市民中心
  - 推荐理由：除了上海外滩之外的绝美城市天际线，一定要来看看钱塘江边的杭州城市夜景。每周二、五、六晚7:30和8:30有灯光秀，非常壮观。

- **西溪湿地**
  - 门票：免费/收费
  - 交通：地铁3号线西溪湿地南站
  - 推荐理由：可以徒步旅行，也可以赏景。周家村、梅竹山庄、西溪梅墅、西溪人家等都是不错的景点。

- **小河直街**
  - 门票：免费
  - 交通：地铁10号线北大桥/打车/公交
  - 推荐理由：与桥西直街、大兜路历史街区一起逛。具有近代江南水乡的特色，粉墙黛瓦。全天免费开放，是一处可以漫步享受邻里笑语和古朴民宅的惬意地方。

- **西湖文化广场**
  - 门票：免费
  - 交通：地铁1号线西湖文化广场
  - 推荐理由：夏日清凉好去处。这里有很多博物馆，夏天室内游玩。浙江省自然博物馆、浙江省科技馆、浙江省博物馆等。",主题标签-艺术与博物馆-浙江省博物馆
520,xhs,1dbda249-a5fd-4ce5-b9b0-ab3048b5ce21,2025-02-19 10:17:36,"一张图看懂怎么玩转杭州精华景点 先收藏起来，肯定要用到

📍杭州地铁沿线景点
- 1号线：西湖景区、南宋御街、河坊街、十五奎巷西湖十景、京杭大运河
- 2号线：西湖、良渚文化村
- 3号线：浙江省博物馆、西溪湿地国·家公园、宝石山植物园
- 4号线：丝绸博物馆、六和文化公园
- 5号线：京杭大运河博物馆
- 6号线：云栖小镇、灵山景区、宋城

💡出行小提示
1. 杭州站、杭州东站都离西湖较近，买票建议选这两个火车站。
2. 去灵隐寺要买两次门票，飞来峰景区门票45元和寺庙门票30元。
3. 灵隐寺附近还有法喜寺、财神庙，可以一起逛。
4. 遇到大风大雨等恶劣天气，西湖游船不开放，别跑空了，想坐摇橹船可以提前在网上预约好。
5. 西湖景区都是石子路，寄存点少，拉着箱子非常难走，不要带行李去景点。

🧡去杭州可以做的事
- 去南宋御街感受市井生活
- 去湖滨银泰in77感受潮人聚集地
- 去住一家直观西湖的民宿
- 去灵隐寺上香，祈福一生平安喜乐
- 去宝石山，和心爱之人欣赏日落
- 去西湖，看波光粼粼和很美的日落

🥓杭州美食
👍杭州打卡美食
🌟茶人村 • 水墨西溪
杭州旅游必吃！藏在水墨西溪的茶人村，杭帮菜绝对让你欲罢不能。湿地国家公园里的茶人村，就像是进入了仙境一般。古香古色的两层楼餐厅。

#杭州 #杭州旅游攻略 #杭州旅游 #杭州美食 #杭州拍照 #寒假旅游攻略 #西湖游玩路线 #西湖旅游攻略 #杭州citywalk #杭州蛇年旅游攻略",主题标签-艺术与博物馆-浙江省博物馆
521,xhs,5900e9d3-a922-4f57-9574-c4b1a6b906fa,2025-02-19 10:17:36,"嗨，姐妹们！带着杭州3天的全新独家旅游攻略来啦！快来跟我一起感受这片神秘而美丽的土地吧！

### 经典三条路线
**Day 1:**  
- 西湖景区
- 断桥残雪
- 曲院风荷
- 雷峰塔

**Day 2:**  
- 灵隐寺
- 法喜寺
- 杭州博物馆
- 河坊街

**Day 3:**  
- 拱宸桥
- 桥西直街
- 西溪湿地
- 茶人村·水墨西溪

### 杭州地铁沿线景点
- **地铁1号线:** 城隍阁景区、南宋御街、河坊街、十五奎巷、西湖十景、京杭大运河
- **地铁2号线:** 西湖、良渚文化村
- **地铁3号线:** 浙江省博物馆、西溪湿地国家公园、宝石山、杭州植物园
- **地铁4号线:** 中国丝绸博物馆、六和文化公园
- **地铁5号线:** 中国京杭大运河博物馆
- **地铁6号线:** 云栖小镇、灵山景区、宋城

### 住宿推荐
根据预算和需求选择：
- **西湖北区:** 北山街周边，临近多个经典景点，价格偏高。
- **西湖东区:** 交通便利，靠近杭州站，适合追求便捷的游客。
- **西湖南区:** 靠近动物园和虎跑泉，价格较为亲民。

### 打卡美食
**茶人村·水墨西溪**
- 杭州旅游必吃！藏在水墨西溪的茶人村，杭帮菜绝对让你欲罢不能。湿地国家公园里的茶人村，就像是进入了仙境一般。古香古色的两层楼餐厅。

#杭州 #杭州旅游攻略 #杭州旅游 #杭州美食 #杭州拍照 #西湖游玩路线 #西湖旅游攻略 #杭州citywalk #杭州蛇年旅游攻略",主题标签-艺术与博物馆-浙江省博物馆
522,xhs,8d2989bb-2456-4e12-a98d-81c484f276b0,2025-02-19 10:17:36,"秋天的杭州气候宜人，非常适合citywalk（城市漫步）。这里为您推荐五条路线，包括经典赏桂、市井烟火、登高望远、西湖赏秋等，希望您能找到心仪的路线。

1. **桂花飘香路线**  
   石屋洞 -> 下满觉陇 -> 汤屋 -> 白鹤峰 -> 杨梅岭 -> 理安寺 -> 九溪  
   用时：约4小时，路程5.5公里  
   这是一条经典的赏桂路线，一路上桂花香气扑鼻，是体验杭州秋天的最佳选择。

2. **运河历史路线**  
   拱宸桥 -> 桥西历史街区 -> 小河公园 -> 小河直街 -> 大兜路 -> 香积寺 -> 富义仓 -> 信义坊  
   用时：约6小时，路程6公里  
   这条路线可以让您见证京杭大运河的历史，欣赏江南特色的粉墙黛瓦和青石板街道，享受悠然自得的慢生活。

3. **登高赏秋路线**  
   太子湾公园 -> 九曜山 -> 南屏山游步道 -> 净慈寺 -> 长桥公园  
   用时：约5小时，路程4公里  
   登顶九曜山只需30分钟，可以将西湖、雷峰塔、苏堤、杨公堤、浴鹄湾等美景尽收眼底。

4. **西湖秘境路线**  
   花港观鱼 -> 杨公堤 -> 郭庄 -> 曲院风荷 -> 绿水芙蕖 -> 西泠桥 -> 平湖秋月 -> 北山街  
   用时：约6小时，路程7.5公里  
   这条路线带你探索西湖边的小众景点，避开人群，却能欣赏到杭州秋景的精华。

5. **良渚人文路线**  
   良渚古城遗址公园 -> 国家版本馆 -> 良渚博物院 -> 美丽洲堂 -> 大屋顶 -> 玉鸟集  
   用时：约8小时，路程6公里  
   这条路线不仅能让您感受到良渚五千年的历史文化，还能领略自然与建筑的完美结合。

近期杭州气温有所下降，早晨可能会感觉喉咙不适。建议携带一些润喉糖，比如渔夫之宝润喉糖，它含有天然薄荷脑，能有效缓解喉咙不适，并且口感清爽提神，让您在旅行中保持愉悦的心情。该产品为英国原装进口，品质有保障，个人推荐柠檬口味，酸甜清凉，非常适合秋季使用。秋季天气变化较大，请注意温差，合理增减衣物。",主题标签-艺术与博物馆-良渚博物院
523,xhs,72772b11-4d46-4ef7-aab3-b203c1f6b6ba,2025-02-19 10:17:36,"如果你是第一次来杭州，除了经典的西湖一日游，我推荐你走一些西湖边不同的城市漫步路线，感受杭州的历史、人文、美景和烟火气。无论哪个季节，杭州都值得细细品味。

1. **灵隐祈福线**：
   - 法喜寺
   - 法净寺
   - 灵隐寺
   - 永福寺
   - 韬光寺
   - 灵顺寺
   这条路线包含了多个古刹，可以体验中式美学，适合寻求心灵宁静的人。

2. **京杭运河线**：
   - 武林门
   - 拱宸桥
   - 桥西历史街区
   - 小河历史街区
   - 小河直街
   - 香积寺
   这条路线不仅可以看到美丽的运河景色，还能参观五个博物馆，非常适合带孩子了解运河历史文化。

3. **环游西湖线**：
   - 湖滨线
   - 白堤线/北山街线
   - 苏堤线
   - 南山路线
   西湖的美景无需多言，亲自体验才能感受到它的魅力。

4. **人文线**：
   - 胡雪岩故居
   - 于谦故居
   - 钱王祠
   - 章太炎纪念馆
   - 苏东坡纪念馆
   - 岳王庙
   - 蒋经国旧居
   - 沙孟海故居
   这条路线带你深入了解杭州的历史文化。

5. **赏桂线**：
   - 石屋洞
   - 满觉陇
   - 汤屋
   - 杨梅岭
   - 理安寺
   - 九溪烟树
   秋季时分，这条路线将为你带来最美的桂花香。

6. **南宋遗韵线**：
   - 五柳巷历史街区
   - 德寿宫
   - 胡雪岩故居
   - 鼓楼
   - 十五圭巷
   - 大马弄
   - 馒头山社区
   这条路线带你感受老杭州的烟火气息。

7. **绿光森林线**：
   - 杭州植物园
   - 云松书舍
   - 杭州花圃
   - 茅家埠
   - 乌龟潭
   - 浴鹄湾
   - 太子湾公园
   - 虎跑公园
   这条路线带你走进绿色氧吧，享受大自然的宁静。

8. **良渚线**：
   - 良渚文化村
   - 美丽洲教堂
   - 美丽洲公园
   - 良渚博物院
   - 良渚古城遗址公园
   这条路线适合带孩子探索古遗址和丰富的文物历史。

希望这些路线能够帮助你更好地体验杭州的美。我是管哥，持续分享户外徒步路线，关注我，解锁更多旅行好地方！",主题标签-艺术与博物馆-良渚博物院
524,xhs,5338a348-1d27-48e3-9e80-5a907ba7262a,2025-02-19 10:17:36,"秋天是杭州最美丽的季节之一！金黄色的银杏、火红的枫叶、满堤的柳树，在秋天宛如一幅美丽的画卷。下面给大家推荐5条杭州本地人才知道的City walk路线：

### Day 1
**运河直街City Walk**
- 小河历史直街
- 拱宸桥西历史文化街区
- 小河公园
- 大兜路历史文化街区
- 香积寺

### Day 2
**红枫绿水芙蕖**
- 红枫
- 绿水芙蕖
- 平湖秋月
- 曲院风荷
- 郭庄
- 太子湾公园
- 花港观鱼

### Day 3
**赏银杏**
- 杭州大厦
- 清吟街
- 钱王祠
- 大佛寺遗址

### Day 4
**杭州人间烟火气**
- 鼓楼
- 城隍阁
- 江湖汇观亭
- 十五奎巷
- 白蛇飞渡

### Day 5
**良渚秋天**
- 良渚古城遗址公园
- 良渚博物院
- 玉鸟集

### 拍照打卡点
- **小河直街**：漫步在杭州的“大理”，走在青砖小瓦的路上，感受慢节奏的生活。
- **杭州大厦**：11月底，杭州大厦的两棵银杏非常美丽，从电梯上看也很浪漫。
- **绿水芙蕖**：想要好的机位，一定要起早，太阳刚出来时最美。
- **良渚古城遗址公园**：深秋的良渚非常美，稻田、芦苇荡、小鹿都值得一看。
- **江湖汇观亭**：可以看到西湖和城隍阁的合影。

### 小贴士
1. 出门前查看天气预报，最近杭州一直在下雨。
2. 我在出行前使用了圆周旅迹做了攻略，进入页面后有杭州旅行计划推荐，可以自己编辑或邀请好友共同编辑，一起制作旅游路线。还支持公共交通、自驾、步行的选择，并且不同交通方式所需时间也会显示，非常方便。

@圆周旅迹 #旅行攻略# #旅行规划# #镜头下的秋天# #秋游记# #赏秋机位# #徒步# #发现小众赏秋地# #周末旅行# #公园秋色# #出门捡秋# #不为打卡的旅行#",主题标签-艺术与博物馆-良渚博物院
525,xhs,7bfff099-f51a-4473-9962-08c0a8685aff,2025-02-19 10:17:36,"春节来杭州旅游，比起去西湖、灵隐寺人挤人，我更推荐你去余杭区体验下良渚这条小众又好玩的游玩路线。

✅文化➕历史➕艺术相结合
✅景点免费，而且大多在室内，冬天也不冷
✅拍照还嘎嘎出片

📝良渚一日游路线：
良渚遗址公园👉杭州国家版本馆👉良渚博物院👉美丽洲教堂👉玉鸟集👉单向空间👉良渚文化艺术中心
⏰游玩时间：一整天

🌟景点攻略：
1️⃣良渚遗址公园
池中粮仓、孤独的树，还有可爱的小鹿，每次来都逛不腻，拍照也巨出片！
🎫门票：1月7日到3月31日是免门票的，但要在小程序上提前预约。
✅游玩顺序：南门-鹿苑-池中粮仓-鸽舍-莫角山站-稚山站-南门出。

2️⃣杭州国家版本馆
集博物馆、图书馆、美术馆、展览馆为一体的综合性场馆，好逛又好拍，最出圈的应属青瓷屏风。
🎫门票：免费，需要在「杭州国家版本馆」小程序上预约。

3️⃣良渚博物院
良渚证实了中华上下五千年的历史，近期还推出了汉代玉器集萃展。
🎫门票：免费，但需要在「良渚古城」小程序上提前预约。
✅参观顺序：宜子孙（特展）-1号厅水乡泽国-2号厅文明圣地-3号厅玉魂国魄。

4️⃣美丽洲教堂
由日本著名建筑师津岛晓生打造的，建筑线条极简，拍照很好看。

5️⃣玉鸟集
文化商业街，有很多文创小店和集市活动，可以在这里吃午饭。

6️⃣单向空间
杭州“阿那亚”，很有设计感的一家书店，里面也提供咖啡，冬日暖阳后，坐在超大落地窗前看看书，也很享受。

7️⃣良渚文化艺术中心
日本建筑大师安藤忠雄设计的作品，工业风的线条和简约的设计，拍照很好看。

❤️游玩Tips：
1️⃣良渚公园很大，建议可乘坐观光车游玩。
2️⃣这次出行路线规划，我参考了「指北旅行」app。
🌟选择好想去的景点后，就能智能规划不走回头路的路线，详细到连景点间距离、拍照打卡位都能看到，特别省心。
🌟想要get我同款路线的，只要复制小红书链接，到「指北旅行」app粘贴即可获取啦。
📣春节有出行计划、又不想费脑做路线攻略的友友们，直接在app内输入你的目的地、出行天数和游玩偏好，就会智能推荐路线啦，超适合懒人。",主题标签-艺术与博物馆-良渚博物院
526,xhs,9ba26ef7-b888-44e3-afde-d5381ea254a0,2025-02-19 10:17:36,"相比天目里，我更喜欢杭州的玉鸟集，可能是因为它与良渚的自然风光融合得更好。暖洋洋的阳光下，到处都是遛狗和遛娃的人，真是良渚村民的精神家园。

### 交通攻略
- 地铁2号线-良渚站下车，换乘389M路公交车就到门口了。
- 开车去的朋友，注册玉鸟集可以免费停2小时，之后5元一小时。

### 游玩路线 - 不走回头路版
1. **大屋顶书店（良渚文化艺术中心）**
   - 著名建筑师安藤忠雄设计，混凝土质感突出了质朴和自然之感。书店的落地玻璃窗和台阶处非常适合拍照打卡。
   - 时间：10:00-21:00（周一闭馆）
   - 门票：提前在“大屋顶”预约

2. **单向空间.大谷仓Big Barn**
   - 被称为杭州的“阿那亚”，三角形的建筑本身非常出彩。里面是咖啡厅和文创书店，室内室外拍照都非常出片。
   
3. **玉鸟集**
   - 文化商业街区和潮人聚集地，细节设计满满，有很多好逛的文创小店，常有各种集市活动。后面走是吃饭的区域和大草坪，适合野餐、遛狗和朋友闲逛。
   
4. **美丽洲堂**
   - 教堂由日本设计师设计，采用中国传统的“硬山”式屋顶，给人质朴宁静之感。
   - 时间：9:00-17:00（周一闭馆）
   - 门票：免费

5. **美丽洲公园-良渚博物院**
   - 主要介绍了良渚文化是如何被发掘的，用一些现代科技来展示它的前世今生，还包括大量精美的玉器。
   - 时间：9:00-16:30（周一闭馆）
   - 门票：免费，带身份证登记

### 美食攻略
刚回国很喜欢吃中餐，去了一家非遗手工店味道不错。

#杭州旅游 #本地人才知道的好地方 #玉鸟集 #良渚 #杭州吃喝玩乐 #杭州周末去哪儿 #杭州city #良渚大屋顶 #良渚文化村 #江浙沪周边游",主题标签-艺术与博物馆-良渚博物院
527,xhs,cf3face8-426f-4121-a800-0a8592deab69,2025-02-19 10:17:36,"杭州市我们整理出了五条非常值得走的建筑Citywalk路线，涵盖了很多高质量的内容，共有八届普利兹克建筑奖得主，包括安藤忠雄、阿尔瓦罗·西扎、伦佐·皮亚诺、诺曼·福斯特、赫尔佐格、德梅隆、王澍、大卫·奇普菲尔德，还有国内咖位很高的大师刘家琨、柳亦春、张珂等。以下是具体路线汇总：

1. **良渚文化村线**：
   - 中国美术学院良渚校区
   - 良渚文化艺术中心
   - 单向空间大谷仓店
   - 美丽洲堂
   - 良渚博物院
   - 国家版本馆杭州分馆

2. **西溪湿地线**：
   - 灵隐寺茶室
   - 天目里
   - 西溪天堂悦庄
   - 中国湿地博物馆
   - 西溪蔡志忠美术馆
   - 莲美术馆

3. **西湖南山路线**：
   - Apple西湖
   - 南宋御街
   - 勾山里
   - 中国丝绸博物馆
   - 肖峰美术馆

4. **美院象山线**：
   - 中国美术学院象山校区
   - 中国美术学院中国国际设计博物馆
   - 中国美术学院民艺博物馆
   - 水岸山居
   - 仓美术馆（象山艺术公社）

5. **武林大运河线**：
   - 大运河小河公园
   - 壹向大楼
   - 武林之星博览中心
   - 西泠武林美术馆
   - 大运河杭钢公园

这些路线不仅涵盖了多位知名建筑师的作品，还涉及了历史文化景点，非常适合建筑爱好者和旅行者。",主题标签-艺术与博物馆-良渚博物院
528,xhs,6ad12a58-e08c-4500-92d6-29461987b798,2025-02-19 10:17:36,"杭州冬天热门徒步路线 抢先看！点位都给大家详细标注了。这个冬天赶快带着喜欢的人一起去户外放空吧。

#杭州 #杭州西山森林公园 #杭州徒步 #西湖徒步 #杭州citywalk #旅行vlog #江浙沪周边游",场景标签-Citywalk 路线-徒步路线
529,xhs,6f8507e3-e8e8-479e-9dcd-99a3eefd28f4,2025-02-19 10:17:36,"如果你是第一次来杭州，除了经典的西湖一日游，我推荐你走一些西湖边不同的城市漫步路线，感受杭州的历史、人文、美景和烟火气。无论哪个季节，杭州都值得细细品味。

1. **灵隐祈福线**：
   - 法喜寺
   - 法净寺
   - 灵隐寺
   - 永福寺
   - 韬光寺
   - 灵顺寺
   这条路线包含了多个古刹，可以体验中式美学，适合寻求心灵宁静的人。

2. **京杭运河线**：
   - 武林门
   - 拱宸桥
   - 桥西历史街区
   - 小河历史街区
   - 小河直街
   - 香积寺
   这条路线不仅可以看到美丽的运河景色，还能参观五个博物馆，非常适合带孩子了解运河历史文化。

3. **环游西湖线**：
   - 湖滨线
   - 白堤线/北山街线
   - 苏堤线
   - 南山路线
   西湖的美景无需多言，亲自体验才能感受到它的魅力。

4. **人文线**：
   - 胡雪岩故居
   - 于谦故居
   - 钱王祠
   - 章太炎纪念馆
   - 苏东坡纪念馆
   - 岳王庙
   - 蒋经国旧居
   - 沙孟海故居
   这条路线带你深入了解杭州的历史文化。

5. **赏桂线**：
   - 石屋洞
   - 满觉陇
   - 汤屋
   - 杨梅岭
   - 理安寺
   - 九溪烟树
   秋季时分，这条路线将为你带来最美的桂花香。

6. **南宋遗韵线**：
   - 五柳巷历史街区
   - 德寿宫
   - 胡雪岩故居
   - 鼓楼
   - 十五圭巷
   - 大马弄
   - 馒头山社区
   这条路线带你感受老杭州的烟火气息。

7. **绿光森林线**：
   - 杭州植物园
   - 云松书舍
   - 杭州花圃
   - 茅家埠
   - 乌龟潭
   - 浴鹄湾
   - 太子湾公园
   - 虎跑公园
   这条路线带你走进绿色氧吧，享受大自然的宁静。

8. **良渚线**：
   - 良渚文化村
   - 美丽洲教堂
   - 美丽洲公园
   - 良渚博物院
   - 良渚古城遗址公园
   这条路线适合带孩子探索古遗址和丰富的文物历史。

希望这些路线能够帮助你更好地体验杭州的美。我是管哥，持续分享户外徒步路线，关注我，解锁更多旅行好地方！",场景标签-Citywalk 路线-徒步路线
